mode,start_station_id,start_station_name,year,trips,start_trips,end_trips,touchpoints,station_lat,station_lng,months_covered,crashes_within_500m,crashes_within_500m_per_100k_trips,risk_proxy_available,data_quality
nyc,3002,South End Ave & Liberty St,2019,105853,52743,53110,105853,40.711512000000006,-74.015756,7,296,279.63307605830727,1,yearly
nyc,3002.0,South End Ave & Liberty St,2019,63833,31881,31952,63833,40.711512,-74.015756,5,296,463.70999326367246,1,yearly
nyc,301,E 2 St & Avenue B,2019,70851,34822,36029,70851,40.72217444,-73.98368779,7,499,704.2949287942301,1,yearly
nyc,301.0,E 2 St & Avenue B,2019,42053,20762,21291,42053,40.72217444,-73.98368779,5,499,1186.5978645994342,1,yearly
nyc,3016,Kent Ave & N 7 St,2019,59390,28533,30857,59390,40.72036775298455,-73.96165072917938,7,221,372.1165179323118,1,yearly
nyc,3016.0,Kent Ave & N 7 St,2019,36617,17484,19133,36617,40.72036775298455,-73.96165072917938,5,221,603.5448015948876,1,yearly
nyc,302,Avenue D & E 3 St,2019,32338,16216,16122,32338,40.72082833999999,-73.97793172,7,305,943.1628424763436,1,yearly
nyc,302.0,Avenue D & E 3 St,2019,21507,10761,10746,21507,40.72082834,-73.97793172,5,305,1418.1429302087693,1,yearly
nyc,303,Mercer St & Spring St,2019,64266,30953,33313,64266,40.72362738,-73.99949601,7,781,1215.261569103414,1,yearly
nyc,303.0,Mercer St & Spring St,2019,35659,17374,18285,35659,40.72362738,-73.99949601,5,781,2190.1904147620517,1,yearly
nyc,304,Broadway & Battery Pl,2019,59408,27218,32190,59408,40.70463334,-74.01361706,6,428,720.4416913546996,1,yearly
nyc,304.0,Broadway & Battery Pl,2019,39429,18393,21036,39429,40.70463334,-74.01361706,5,428,1085.4954475132517,1,yearly
nyc,3040,Handlebar @ Gowanus,2019,17,1,16,17,40.66979964220026,-73.99497985839844,3,484,2847058.8235294116,1,yearly
nyc,3040.0,Handlebar @ Gowanus,2019,22,9,13,22,40.66979964220026,-73.99497985839844,2,484,2200000.0,1,yearly
nyc,3041,Kingston Ave & Herkimer St,2019,9356,4648,4708,9356,40.67890679,-73.94142771,7,513,5483.112441214194,1,yearly
nyc,3041.0,Kingston Ave & Herkimer St,2019,5484,2722,2762,5484,40.67890679,-73.94142771,5,513,9354.485776805252,1,yearly
nyc,3042,Fulton St & Utica Ave,2019,9736,4854,4882,9736,40.6794268,-73.9298911,7,466,4786.359901396878,1,yearly
