mode,start_station_id,start_station_name,trips,start_trips,end_trips,touchpoints,station_lat,station_lng,year_min,year_max,years_count,months_count,first_month,last_month,observation_months,data_quality,crashes_within_500m,crashes_within_500m_per_100k_trips,risk_proxy_available
nyc,2843.13,70 St & Ridge Blvd,881,434,447,881,40.63596,-74.02908,2025,2025,1,4,9,12,4,lifetime_aggregate,458,51986.379114642456,1
nyc,285,Broadway & E 14 St,227190,113012,114178,227190,40.73454567,-73.99074142,2019,2019,1,12,1,12,12,lifetime_aggregate,1204,529.9529028566399,1
nyc,2861.02,57 St & 7 Ave,9231,4609,4622,9231,40.638566,-74.010147,2023,2025,2,12,3,12,34,lifetime_aggregate,937,10150.579568844112,1
nyc,2868.03,15 Ave & 37 St,292,143,149,292,40.63899,-73.98074,2025,2025,1,2,11,12,2,lifetime_aggregate,626,214383.5616438356,1
nyc,2872.02,63 St & 5 Ave,4747,2337,2410,4747,40.63766,-74.01782,2023,2025,2,12,1,12,36,lifetime_aggregate,1201,25300.18959342743,1
nyc,2883.03,3 Ave & Wakeman Pl,10140,4978,5162,10140,40.638246,-74.024714,2023,2025,2,12,1,12,36,lifetime_aggregate,748,7376.7258382643,1
nyc,289,Monroe St & Classon Ave,20548,10795,9753,20548,40.6845683,-73.95881081,2019,2019,1,12,1,12,12,lifetime_aggregate,748,3640.256959314775,1
nyc,2898.01,Cortelyou Rd & Stratford Rd,24695,12281,12414,24695,40.63966,-73.96807,2023,2025,2,12,7,12,30,lifetime_aggregate,613,2482.2838631301884,1
nyc,2908.02,E 3 St & Cortelyou Rd,832,413,419,832,40.63828,-73.9765,2025,2025,1,3,10,12,3,lifetime_aggregate,560,67307.69230769231,1
nyc,291,Madison St & Montgomery St,42368,21147,21221,42368,40.713126,-73.984844,2019,2019,1,12,1,12,12,lifetime_aggregate,733,1730.0793051359515,1
nyc,2912.08,6 Ave & 60 St,5614,2783,2831,5614,40.638196,-74.013821,2023,2025,2,12,1,12,36,lifetime_aggregate,1146,20413.25258282864,1
nyc,2923.01,62 St & 4 Ave,6101,3027,3074,6101,40.639859,-74.019776,2023,2025,2,12,1,12,36,lifetime_aggregate,1045,17128.339616456316,1
nyc,293,Lafayette St & E 8 St,191422,93809,97613,191422,40.73020661924223,-73.99102629942207,2019,2019,1,12,1,12,12,lifetime_aggregate,1130,590.318772136954,1
nyc,2932.03,Wakeman Pl & Ridge Blvd,15013,7430,7583,15013,40.639421,-74.026823,2023,2025,2,12,1,12,36,lifetime_aggregate,560,3730.1005794977686,1
nyc,2942.07,Shore Pkwy Greenway & Bay Ridge Ave,1798,883,915,1798,40.63896,-74.03678,2025,2025,1,4,9,12,4,lifetime_aggregate,108,6006.6740823136815,1
nyc,2947.05,Cortelyou Rd & E 8 St,2615,1297,1318,2615,40.63874,-73.97063,2025,2025,1,3,10,12,3,lifetime_aggregate,612,23403.44168260038,1
nyc,295,Pike St & E Broadway,62258,31026,31232,62258,40.71406667,-73.99293911,2019,2019,1,12,1,12,12,lifetime_aggregate,1373,2205.339072890231,1
nyc,2951.05,55 St & 7 Ave,10240,5196,5044,10240,40.639673,-74.008957,2023,2025,2,12,1,12,36,lifetime_aggregate,915,8935.546875,1
nyc,2957.08,Ave C & McDonald Ave,116,54,62,116,40.6403436,-73.9791522,2025,2025,1,2,11,12,2,lifetime_aggregate,607,523275.8620689655,1
nyc,296,Division St & Bowery,71412,35382,36030,71412,40.71413089,-73.9970468,2019,2019,1,11,1,11,11,lifetime_aggregate,1529,2141.0967344423907,1
