mode,start_station_id,start_station_name,year,trips,start_trips,end_trips,touchpoints,station_lat,station_lng,months_covered,crashes_within_100m,crashes_within_100m_per_100k_trips,risk_proxy_available,data_quality
nyc,3124,46 Ave & 5 St,2019,36508,18177,18331,36508,40.74731,-73.95451,12,4,10.956502684343159,1,yearly
nyc,3125,45 Rd & 11 St,2019,24712,12328,12384,24712,40.74708586,-73.94977234,12,14,56.652638394302365,1,yearly
nyc,3126,44 Dr & Jackson Ave,2019,31219,15633,15586,31219,40.74718234,-73.9432635,12,34,108.9080367724783,1,yearly
nyc,3127,9 St & 44 Rd,2019,10926,5426,5500,10926,40.74966,-73.9521,12,10,91.52480322167307,1,yearly
nyc,3128,21 St & 43 Ave,2019,8251,4121,4130,8251,40.75052534,-73.94594845,12,11,133.31717367591807,1,yearly
nyc,3129,Queens Plaza North & Crescent St,2019,52842,26452,26390,52842,40.75110165,-73.94073717,12,44,83.26709814162976,1,yearly
nyc,313,Washington Ave & Park Ave,2019,33549,16526,17023,33549,40.69610226,-73.96751037,12,37,110.28644668991625,1,yearly
nyc,3130,21 St & Queens Plaza North,2019,20012,10034,9978,20012,40.75325964,-73.94335788,12,11,54.96701978812712,1,yearly
nyc,3131,E 68 St & 3 Ave,2019,24446,12257,12189,24446,40.76712840349542,-73.96224617958069,12,42,171.80724862963265,1,yearly
nyc,3132,E 59 St & Madison Ave,2019,61483,30712,30771,61483,40.76350532,-73.97109243,12,72,117.10554136915896,1,yearly
nyc,3134,3 Ave & E 62 St,2019,49877,25245,24632,49877,40.76312584,-73.96526895,12,18,36.08877839485134,1,yearly
nyc,3135,E 75 St & 3 Ave,2019,35810,17911,17899,35810,40.77112927,-73.95772297,12,12,33.51019268360793,1,yearly
nyc,3136,5 Ave & E 63 St,2019,43452,21963,21489,43452,40.766368,-73.971518,12,11,25.315290435422995,1,yearly
nyc,3137,5 Ave & E 73 St,2019,106423,53139,53284,106423,40.77282817,-73.96685276,12,10,9.396465049848247,1,yearly
nyc,3139,E 72 St & Park Ave,2019,40231,20181,20050,40231,40.77118287540658,-73.96409422159195,12,16,39.770326365240734,1,yearly
nyc,314,Cadman Plaza West & Montague St,2019,39513,20316,19197,39513,40.69383,-73.990539,11,25,63.27031609849922,1,yearly
nyc,3140,1 Ave & E 78 St,2019,95796,47886,47910,95796,40.77140426,-73.9535166,12,29,30.272662741659357,1,yearly
nyc,3141,1 Ave & E 68 St,2019,128860,64430,64430,128860,40.76500525,-73.95818491,12,20,15.52072016141549,1,yearly
nyc,3142,1 Ave & E 62 St,2019,95165,47471,47694,95165,40.76122739206283,-73.96094025699057,12,83,87.21693900068303,1,yearly
nyc,3143,5 Ave & E 78 St,2019,79268,40205,39063,79268,40.77632142182271,-73.96427392959595,12,16,20.184689912701216,1,yearly
nyc,3144,E 81 St & Park Ave,2019,7975,4017,3958,7975,40.77677702,-73.9590097,8,4,50.156739811912225,1,yearly
nyc,3145,E 84 St & Park Ave,2019,36315,18622,17693,36315,40.77862688,-73.95772073,12,16,44.05892881729313,1,yearly
nyc,3146,E 81 St & 3 Ave,2019,32586,16287,16299,32586,40.77573034,-73.9567526,12,27,82.85766893758056,1,yearly
nyc,3147,E 85 St & 3 Ave,2019,17979,8959,9020,17979,40.77801203,-73.95407149,5,38,211.35769508871462,1,yearly
nyc,3148,E 84 St & 1 Ave,2019,49710,24764,24946,49710,40.77565541,-73.95068615,12,22,44.256688795011065,1,yearly
nyc,315,South St & Gouverneur Ln,2019,101770,50513,51257,101770,40.70355377,-74.00670227,12,6,5.895647047263437,1,yearly
nyc,3150,E 85 St & York Ave,2019,28277,14216,14061,28277,40.77536905,-73.94803392,12,18,63.65597482052551,1,yearly
nyc,3151,E 81 St & York Ave,2019,42072,21278,20794,42072,40.7728384,-73.94989233,12,17,40.406921467959684,1,yearly
nyc,3152,3 Ave & E 71 St,2019,20133,10102,10031,20133,40.76873687,-73.96119945,12,19,94.37242338449312,1,yearly
nyc,3153,E 71 St & 2 Ave,2019,669,332,337,669,40.76817546742245,-73.95910263061523,1,45,6726.457399103139,1,yearly
nyc,3154,E 77 St & 3 Ave,2019,37528,18804,18724,37528,40.77314236,-73.95856158,12,29,77.27563419313579,1,yearly
nyc,3155,Lexington Ave & E 63 St,2019,34947,17497,17450,34947,40.76440023,-73.96648977,9,26,74.39837468166081,1,yearly
nyc,3156,E 72 St & York Ave,2019,70337,35124,35213,70337,40.76663814,-73.95348296,12,45,63.977707323314895,1,yearly
nyc,3157,East End Ave & E 86 St,2019,20184,10083,10101,20184,40.77518615,-73.94446054,12,4,19.817677368212447,1,yearly
nyc,3158,W 63 St & Broadway,2019,93740,48802,44938,93740,40.77163851,-73.98261428,12,41,43.737998719863455,1,yearly
nyc,3159,W 67 St & Broadway,2019,78441,40005,38436,78441,40.77492513,-73.98266566,12,16,20.39749620734055,1,yearly
nyc,316,Fulton St & William St,2019,60873,30313,30560,60873,40.709559607920625,-74.00653611940979,12,23,37.7835822121466,1,yearly
nyc,3160,Central Park West & W 76 St,2019,67826,35325,32501,67826,40.77896784,-73.97374737,12,14,20.641052103912955,1,yearly
nyc,3161,W 76 St & Columbus Ave,2019,53970,29947,24023,53970,40.7801839724239,-73.97728532552719,12,22,40.76338706688902,1,yearly
nyc,3162,W 78 St & Broadway,2019,41052,21131,19921,41052,40.78339981,-73.98093133,12,28,68.20617753093637,1,yearly
nyc,3163,Central Park West & W 68 St,2019,100509,53926,46583,100509,40.7734066,-73.97782542,12,17,16.913908207225223,1,yearly
nyc,3164,Columbus Ave & W 72 St,2019,115773,63951,51822,115773,40.7770575,-73.97898475,12,32,27.640296096671936,1,yearly
nyc,3165,Central Park West & W 72 St,2019,116225,60369,55856,116225,40.77579376683666,-73.9762057363987,12,23,19.789201978920197,1,yearly
nyc,3166,Riverside Dr & W 72 St,2019,56973,28671,28302,56973,40.78057799010334,-73.98562431335449,12,16,28.083478138767486,1,yearly
nyc,3167,Amsterdam Ave & W 73 St,2019,109139,55401,53738,109139,40.77966809007312,-73.98093044757842,12,54,49.47818836529563,1,yearly
nyc,3168,Central Park West & W 85 St,2019,84389,43151,41238,84389,40.78472675,-73.96961715,12,28,33.179679816089774,1,yearly
nyc,3169,Riverside Dr & W 82 St,2019,39304,19775,19529,39304,40.78720869,-73.98128127,12,7,17.809892122939143,1,yearly
nyc,317,E 6 St & Avenue B,2019,109296,54739,54557,109296,40.72453734,-73.98185424,12,13,11.894305372566242,1,yearly
nyc,3170,W 84 St & Columbus Ave,2019,52584,27411,25173,52584,40.78499979,-73.97283406,12,34,64.65845123992088,1,yearly
nyc,3171,Amsterdam Ave & W 82 St,2019,63249,32186,31063,63249,40.78524672,-73.97667321,12,19,30.040000632421066,1,yearly
nyc,3172,W 74 St & Columbus Ave,2019,39720,20471,19249,39720,40.7785669,-73.97754961,12,20,50.35246727089628,1,yearly
nyc,3173,Riverside Blvd & W 67 St,2019,58262,29327,28935,58262,40.777507027547976,-73.98888587951659,12,8,13.731076859702721,1,yearly
nyc,3175,W 70 St & Amsterdam Ave,2019,71421,36561,34860,71421,40.77748039530589,-73.98288594498428,12,60,84.00890494392407,1,yearly
nyc,3177,W 84 St & Broadway,2019,48052,25792,22260,48052,40.7867947,-73.977112,12,16,33.29726130025806,1,yearly
nyc,3178,Riverside Dr & W 78 St,2019,35009,17723,17286,35009,40.78414472,-73.98362492,12,6,17.13845011282813,1,yearly
nyc,3179,Park Ave & Marcus Garvey Blvd,2019,11138,5599,5539,11138,40.698617,-73.941342,12,13,116.71754354462202,1,yearly
nyc,3182,Yankee Ferry Terminal,2019,22088,11064,11024,22088,40.686931,-74.016966,7,0,0.0,1,yearly
nyc,319,Fulton St & Broadway,2019,96328,48077,48251,96328,40.711066,-74.009447,12,48,49.82974835977079,1,yearly
nyc,3191,Union St,2019,1,0,1,1,40.7182113,-74.0836394,1,0,0.0,1,yearly
nyc,320,Leonard St & Church St,2019,53830,26892,26938,53830,40.717571,-74.005549,12,23,42.72710384543935,1,yearly
nyc,321,Cadman Plaza E & Red Cross Pl,2019,50799,25482,25317,50799,40.69991755,-73.98971773,12,14,27.559597629874606,1,yearly
nyc,3221,47 Ave & 31 St,2019,9650,4807,4843,9650,40.743,-73.93561,12,29,300.5181347150259,1,yearly
nyc,3223,E 55 St & 3 Ave,2019,25898,12921,12977,25898,40.75899655960512,-73.96865397691727,6,63,243.2620279558267,1,yearly
nyc,3226,W 82 St & Central Park West,2019,35754,20197,15557,35754,40.78275,-73.97137,8,52,145.4382726408234,1,yearly
nyc,323,Lawrence St & Willoughby St,2019,53405,26836,26569,53405,40.69236178,-73.98631746,12,34,63.66445089411104,1,yearly
nyc,3231,E 67 St & Park Ave,2019,25202,12724,12478,25202,40.76780080148132,-73.96592080593109,12,22,87.29465915403539,1,yearly
nyc,3232,Bond St & Fulton St,2019,59018,27632,31386,59018,40.68962188790333,-73.98304268717766,12,10,16.943983191568673,1,yearly
nyc,3233,E 48 St & 5 Ave,2019,129335,64397,64938,129335,40.75724570198795,-73.97805911071524,12,67,51.80345614102911,1,yearly
nyc,3235,E 41 St & Madison Ave,2019,83433,41758,41675,83433,40.752165280621966,-73.97992193698882,12,37,44.346961034602614,1,yearly
nyc,3236,W 42 St & Dyer Ave,2019,86272,43526,42746,86272,40.75898481399634,-73.99379968643188,12,105,121.70808605341246,1,yearly
nyc,324,DeKalb Ave & Hudson Ave,2019,53341,23164,30177,53341,40.689888,-73.981013,12,68,127.4816745092893,1,yearly
nyc,3240,NYCBS Depot BAL - DYR,2019,6,0,6,6,40.759030082196055,-73.99385869503021,4,103,1716666.6666666667,1,yearly
nyc,3241,Monroe St & Tompkins Ave,2019,18468,9322,9146,18468,40.686203,-73.944694,12,15,81.22157244964262,1,yearly
nyc,3242,Schermerhorn St & Court St,2019,35962,18051,17911,35962,40.69102925677968,-73.99183362722397,12,33,91.76352816862243,1,yearly
nyc,3243,E 58 St & 1 Ave,2019,5254,2621,2633,5254,40.75892386377695,-73.96226227283478,2,68,1294.2519984773505,1,yearly
nyc,3243,E 58 St & 1 Ave (NE Corner),2019,24977,12585,12392,24977,40.75892386377695,-73.96226227283478,10,68,272.2504704327982,1,yearly
nyc,3244,University Pl & E 8 St,2019,95836,47853,47983,95836,40.73143724085228,-73.99490341544151,12,8,8.347593806085396,1,yearly
nyc,3245,NYCBS DEPOT - DELANCEY,2019,343,6,337,343,40.71644423134479,-73.9823305606842,11,8,2332.3615160349855,1,yearly
nyc,3246,Montague St & Clinton St,2019,3274,1661,1613,3274,40.694281141397326,-73.99230033159256,2,18,549.7861942577886,1,yearly
nyc,3249,Verona Pl & Fulton St,2019,15712,7831,7881,15712,40.6803560840434,-73.9476791024208,12,43,273.67617107942976,1,yearly
nyc,325,E 19 St & 3 Ave,2019,87109,43709,43400,87109,40.73624527,-73.98473765,12,46,52.80740222020687,1,yearly
nyc,3250,58th St Depot,2019,10,6,4,10,40.71690978045965,-73.98383796215057,2,21,210000.0,1,yearly
nyc,3254,Soissons Landing,2019,26724,13328,13396,26724,40.69231660719192,-74.01486575603485,7,0,0.0,1,yearly
nyc,3255,8 Ave & W 31 St,2019,241589,119958,121631,241589,40.7505853470215,-73.9946848154068,12,107,44.29009598946972,1,yearly
nyc,3256,Pier 40 - Hudson River Park,2019,129726,64713,65013,129726,40.7277140777778,-74.01129573583603,12,0,0.0,1,yearly
nyc,3258,W 27 St & 10 Ave,2019,55846,27847,27999,55846,40.75018156325683,-74.00218427181244,6,46,82.3693729183827,1,yearly
nyc,3259,9 Ave & W 28 St,2019,89473,44598,44875,89473,40.74937024193277,-73.99923384189606,12,9,10.058900450415209,1,yearly
nyc,326,E 11 St & 1 Ave,2019,122700,61120,61580,122700,40.72953837,-73.98426726,12,34,27.70986145069275,1,yearly
nyc,3260,Mercer St & Bleecker St,2019,113289,55970,57319,113289,40.72706363348306,-73.99662137031554,12,20,17.65396463910883,1,yearly
nyc,3263,Cooper Square & Astor Pl,2019,165900,80536,85364,165900,40.72951496224949,-73.99075269699097,12,26,15.672091621458712,1,yearly
nyc,327,Vesey Pl & River Terrace,2019,143644,71695,71949,143644,40.71533794638504,-74.01658349911868,12,20,13.923310406282198,1,yearly
nyc,328,Watts St & Greenwich St,2019,83008,41412,41596,83008,40.72405549,-74.00965965,12,25,30.117579028527373,1,yearly
nyc,3282,5 Ave & E 88 St,2019,110469,55140,55329,110469,40.78307,-73.95939,12,11,9.957544650535445,1,yearly
nyc,3283,W 89 St & Columbus Ave,2019,50700,27392,23308,50700,40.7882213,-73.97041561,12,15,29.585798816568047,1,yearly
nyc,3284,E 88 St & Park Ave,2019,21742,10849,10893,21742,40.781410700190015,-73.95595908164978,12,13,59.79210744181768,1,yearly
nyc,3285,W 87 St & Amsterdam Ave,2019,36993,19056,17937,36993,40.78839,-73.9747,12,26,70.28356716135485,1,yearly
nyc,3286,E 89 St & 3 Ave,2019,35985,17967,18018,35985,40.7806284,-73.9521667,12,36,100.04168403501458,1,yearly
nyc,3287,W 87 St & West End Ave,2019,14042,7402,6640,14042,40.789622,-73.97757,5,9,64.09343398376299,1,yearly
nyc,3288,E 88 St & 1 Ave,2019,38739,19272,19467,38739,40.778301,-73.9488134,12,32,82.60409406541213,1,yearly
nyc,3289,W 90 St & Amsterdam Ave,2019,28159,14424,13735,28159,40.79017948095081,-73.97288918495178,12,20,71.02524947618879,1,yearly
nyc,3290,E 89 St & York Ave,2019,29093,14501,14592,29093,40.7779453,-73.946041,12,26,89.36857663355447,1,yearly
nyc,3292,5 Ave & E 93 St,2019,38446,19247,19199,38446,40.7857851,-73.957481,12,2,5.202101649066223,1,yearly
nyc,3293,W 92 St & Broadway,2019,34808,17461,17347,34808,40.7921,-73.9739,12,18,51.71225005745806,1,yearly
nyc,3294,E 91 St & Park Ave,2019,30218,15196,15022,30218,40.7835016,-73.955327,12,12,39.71143027334701,1,yearly
nyc,3295,Central Park W & W 96 St,2019,77641,41962,35679,77641,40.79127,-73.964839,12,28,36.06342010020479,1,yearly
nyc,3296,E 93 St & 2 Ave,2019,26374,12979,13395,26374,40.782454175279874,-73.9489196240902,12,32,121.33161446879502,1,yearly
nyc,3297,6 St & 7 Ave,2019,16453,8362,8091,16453,40.6686627,-73.97988067,12,34,206.6492432990944,1,yearly
nyc,3298,Warren St & Court St,2019,25755,12826,12929,25755,40.686371,-73.99383324,12,10,38.82741215298,1,yearly
nyc,3299,E 98 St & Park Ave,2019,11598,5781,5817,11598,40.78813,-73.95206,12,17,146.57699603379893,1,yearly
nyc,330,Reade St & Broadway,2019,51629,25825,25804,51629,40.71450451,-74.00562789,12,44,85.2234209455926,1,yearly
nyc,3300,Prospect Park West & 8 St,2019,25554,13128,12426,25554,40.66514681533792,-73.97637605667114,12,11,43.046098458167016,1,yearly
nyc,3301,Columbus Ave & W 95 St,2019,68569,35312,33257,68569,40.7919557,-73.968087,12,7,10.2086948912774,1,yearly
nyc,3302,Columbus Ave & W 103 St,2019,9184,4705,4479,9184,40.7969347,-73.9643412291,12,5,54.44250871080139,1,yearly
nyc,3303,Butler St & Court St,2019,19824,9878,9946,19824,40.6849894,-73.99440329,12,2,10.088781275221953,1,yearly
nyc,3304,6 Ave & 9 St,2019,26779,13441,13338,26779,40.668127,-73.98377641,12,8,29.87415512155047,1,yearly
nyc,3305,E 91 St & 2 Ave,2019,47995,23866,24129,47995,40.78112237204715,-73.94965591896955,12,22,45.838108136264196,1,yearly
nyc,3306,10 St & 7 Ave,2019,21091,10787,10304,21091,40.6662078,-73.98199886,12,10,47.41358873453132,1,yearly
nyc,3307,West End Ave & W 94 St,2019,32398,16167,16231,32398,40.7941654,-73.974124,12,12,37.03932341502562,1,yearly
nyc,3308,Kane St & Clinton St,2019,28223,14133,14090,28223,40.6861758,-73.99645295,12,4,14.172837756439783,1,yearly
nyc,3309,E 97 St & 3 Ave,2019,13537,6799,6738,13537,40.7859201,-73.94860294,12,20,147.74322227967792,1,yearly
nyc,331,Pike St & Monroe St,2019,48881,24380,24501,48881,40.71173107,-73.99193043,12,12,24.54941592847937,1,yearly
nyc,3310,14 St & 7 Ave,2019,22796,11698,11098,22796,40.663779,-73.98396846,12,10,43.867345148271625,1,yearly
nyc,3311,Columbia St & Kane St,2019,19951,9896,10055,19951,40.68763155,-74.0016256,12,8,40.09824068968974,1,yearly
nyc,3312,1 Ave & E 94 St,2019,31523,15564,15959,31523,40.7817212,-73.94594,12,20,63.445738032547666,1,yearly
nyc,3313,6 Ave & 12 St,2019,15596,7878,7718,15596,40.6663181,-73.9854617,12,14,89.76660682226212,1,yearly
nyc,3314,W 95 St & Broadway,2019,56434,28465,27969,56434,40.7937704,-73.971888,12,45,79.7391643335578,1,yearly
nyc,3315,Henry St & Degraw St,2019,32614,16305,16309,32614,40.6847514,-73.99917254,12,13,39.86018274360704,1,yearly
nyc,3317,10 St & 5 Ave,2019,14437,7194,7243,14437,40.6686273,-73.98700053,12,34,235.50599154949091,1,yearly
nyc,3318,2 Ave & E 96 St,2019,52987,26174,26813,52987,40.7839636,-73.9471673,12,36,67.94119312284144,1,yearly
nyc,3319,14 St & 5 Ave,2019,24316,12140,12176,24316,40.666287,-73.98895053,12,13,53.46274058233262,1,yearly
nyc,332,Cherry St,2019,50303,25352,24951,50303,40.71219906,-73.97948148,12,0,0.0,1,yearly
nyc,3320,Central Park West & W 100 St,2019,43848,22374,21474,43848,40.79406660818552,-73.96286845207214,12,12,27.367268746579093,1,yearly
nyc,3321,Clinton St & Union St,2019,24890,12600,12290,24890,40.6831164,-73.99785267,12,5,20.08838891120932,1,yearly
nyc,3322,12 St & 4 Ave,2019,7191,3577,3614,7191,40.668603,-73.9904394,9,17,236.4066193853428,1,yearly
nyc,3323,W 106 St & Central Park West,2019,41496,21822,19674,41496,40.7981856,-73.9605909006,12,4,9.63948332369385,1,yearly
nyc,3324,3 Ave & 14 St,2019,11610,5761,5849,11610,40.6685455,-73.99333264,12,35,301.4642549526271,1,yearly
nyc,3325,E 95 St & 3 Ave,2019,5434,2711,2723,5434,40.7849032,-73.950503,4,13,239.23444976076553,1,yearly
nyc,3326,Clinton St & Centre St,2019,5757,2807,2950,5757,40.67434,-74.00194698,12,8,138.9612645475074,1,yearly
nyc,3327,3 Ave & E 100 St,2019,9912,4917,4995,9912,40.7877214,-73.94728331,12,27,272.3970944309927,1,yearly
nyc,3328,W 100 St & Manhattan Ave,2019,36320,18504,17816,36320,40.795,-73.9645,12,4,11.013215859030838,1,yearly
nyc,3329,Degraw St & Smith St,2019,25670,12755,12915,25670,40.6829151,-73.99318208,12,8,31.164783794312424,1,yearly
nyc,3330,Henry St & Bay St,2019,5695,2808,2887,5695,40.6725058,-74.00494695,12,0,0.0,1,yearly
nyc,3331,Riverside Dr & W 104 St,2019,28660,14553,14107,28660,40.8013434,-73.9711457439,12,9,31.402651779483598,1,yearly
nyc,3332,Degraw St & Hoyt St,2019,16703,8302,8401,16703,40.68199044270703,-73.99079024791718,12,13,77.83032988085972,1,yearly
nyc,3333,Columbia St & Lorraine St,2019,3359,1484,1875,3359,40.6747055,-74.0075572,12,8,238.16612086930635,1,yearly
nyc,3335,Union St & 4 Ave,2019,32697,16081,16616,32697,40.6772744,-73.98282002,12,32,97.86830596079152,1,yearly
nyc,3336,E 97 St & Madison Ave,2019,36049,17990,18059,36049,40.787801,-73.953559,12,79,219.14616216815998,1,yearly
nyc,3337,Dwight St & Van Dyke St,2019,5373,2386,2987,5373,40.67363551341504,-74.01195555925369,12,2,37.22315280104225,1,yearly
nyc,3338,2 Ave & E 99 St,2019,16835,8397,8438,16835,40.7862586,-73.94552579,12,24,142.56014256014254,1,yearly
nyc,3339,Berkeley Pl & 6 Ave,2019,19329,9622,9707,19329,40.6765304,-73.97846879,12,6,31.04144032283098,1,yearly
nyc,334,W 20 St & 7 Ave,2019,117635,58720,58915,117635,40.74238787,-73.99726235,12,41,34.853572491180344,1,yearly
nyc,3340,Wolcott St & Dwight St,2019,5966,2854,3112,5966,40.6753274,-74.0100698,12,6,100.56989607777405,1,yearly
nyc,3341,Central Park West & W 102 St,2019,20232,10638,9594,20232,40.795346,-73.96186,12,11,54.36931593515224,1,yearly
nyc,3342,Pioneer St & Richards St,2019,6175,2809,3366,6175,40.6777748,-74.0094613,12,4,64.77732793522267,1,yearly
nyc,3343,W 107 St & Columbus Ave,2019,17546,8825,8721,17546,40.7997568,-73.9621128676,12,6,34.19582810897071,1,yearly
nyc,3344,Pioneer St & Van Brunt St,2019,16226,7836,8390,16226,40.679043,-74.011169,12,12,73.95538025391348,1,yearly
nyc,3345,Madison Ave & E 99 St,2019,25604,12815,12789,25604,40.78948541553215,-73.95242929458618,12,26,101.54663333854084,1,yearly
nyc,3346,Berkeley Pl & 7 Ave,2019,43698,21858,21840,43698,40.675146838709786,-73.97523209452629,12,21,48.057119318961966,1,yearly
nyc,3347,Van Brunt St & Wolcott St,2019,16531,7820,8711,16531,40.6773429,-74.01275056,12,11,66.54164902304761,1,yearly
nyc,3348,Coffey St & Conover St,2019,12470,6099,6371,12470,40.677236,-74.015665,12,1,8.019246190858059,1,yearly
nyc,3349,Grand Army Plaza & Plaza St West,2019,48153,25241,22912,48153,40.6729679,-73.97087984,12,14,29.073993312981536,1,yearly
nyc,335,Washington Pl & Broadway,2019,87573,43385,44188,87573,40.729039130921706,-73.99404652585703,12,20,22.838089365443686,1,yearly
nyc,3350,W 100 St & Broadway,2019,47666,24313,23353,47666,40.79737207561279,-73.97041195854241,12,29,60.84001174841606,1,yearly
nyc,3351,E 102 St & 1 Ave,2019,40202,20010,20192,40202,40.7869946,-73.94164802,12,19,47.26133028207552,1,yearly
nyc,3352,Sigourney St & Columbia St,2019,8050,3822,4228,8050,40.67267243410948,-74.0087952464819,12,6,74.53416149068323,1,yearly
nyc,3354,3 St & Prospect Park West,2019,35872,18895,16977,35872,40.668132,-73.97363831,12,10,27.876895628902766,1,yearly
nyc,3355,E 66 St & Madison Ave,2019,22621,11319,11302,22621,40.76800889305947,-73.96845281124115,12,34,150.30281596746386,1,yearly
nyc,3356,Amsterdam Ave & W 66 St,2019,37846,18936,18910,37846,40.7746671,-73.98470567,12,35,92.48005073191354,1,yearly
nyc,3357,W 106 St & Amsterdam Ave,2019,28453,14438,14015,28453,40.8008363,-73.9664492472,12,3,10.543703651636031,1,yearly
nyc,3358,Garfield Pl & 8 Ave,2019,22007,11179,10828,22007,40.6711978,-73.97484126,12,8,36.352069795974,1,yearly
nyc,3359,E 68 St & Madison Ave,2019,19568,9789,9779,19568,40.7691572,-73.96703464,12,14,71.54538021259198,1,yearly
nyc,336,Sullivan St & Washington Sq,2019,104312,51534,52778,104312,40.73047747,-73.99906065,12,23,22.049236904670604,1,yearly
nyc,3360,Amsterdam Ave & W 79 St,2019,65177,32680,32497,65177,40.7829391,-73.9786517,12,36,55.23420838639397,1,yearly
nyc,3361,Carroll St & 6 Ave,2019,25507,12728,12779,25507,40.6740886,-73.9787282,12,8,31.363939310777436,1,yearly
nyc,3362,Madison Ave & E 82 St,2019,45523,22801,22722,45523,40.7781314,-73.96069399,12,10,21.96691782176043,1,yearly
nyc,3363,E 102 St & Park Ave,2019,17779,8844,8935,17779,40.7904828,-73.95033068,12,21,118.11687946453682,1,yearly
nyc,3364,Carroll St & 5 Ave,2019,30386,15084,15302,30386,40.6751622,-73.9814832,12,18,59.23780688474956,1,yearly
nyc,3365,3 St & 7 Ave,2019,27237,13717,13520,27237,40.6703837,-73.97839676,12,8,29.37181040496384,1,yearly
nyc,3366,West End Ave & W 107 St,2019,25363,13072,12291,25363,40.8021174,-73.9681805305,12,10,39.427512518235226,1,yearly
nyc,3367,5 Ave & E 103 St,2019,50071,24915,25156,50071,40.792255184090486,-73.95249937622991,12,10,19.971640270815442,1,yearly
nyc,3368,5 Ave & 3 St,2019,35677,17710,17967,35677,40.6728155,-73.98352355,12,10,28.029262550102306,1,yearly
nyc,3369,E 82 St & East End Ave,2019,28580,14283,14297,28580,40.7724607,-73.9468208,12,12,41.98740377886634,1,yearly
nyc,337,Old Slip & Front St,2019,56137,26438,29699,56137,40.7037992,-74.00838676,12,36,64.12882768940271,1,yearly
nyc,3370,E 78 St & 2 Ave,2019,26127,13028,13099,26127,40.7727966,-73.95577801,12,40,153.09832740077314,1,yearly
nyc,3371,4 Ave & 2 St,2019,2690,1291,1399,2690,40.674613422475815,-73.98501142859459,4,18,669.1449814126395,1,yearly
nyc,3372,E 74 St & 1 Ave,2019,57587,28731,28856,57587,40.7689738,-73.95482273,12,25,43.4125757549447,1,yearly
nyc,3373,3 St & 3 Ave,2019,26770,13191,13579,26770,40.6750705,-73.98775226,12,24,89.65259618976467,1,yearly
nyc,3374,Central Park North & Adam Clayton Powell Blvd,2019,74715,36863,37852,74715,40.79948403568465,-73.95561302676349,12,17,22.753128555176335,1,yearly
nyc,3375,3 Ave & E 72 St,2019,23369,11706,11663,23369,40.7699426,-73.96060712,12,23,98.42098506568531,1,yearly
nyc,3376,E 65 St & 2 Ave,2019,36731,18473,18258,36731,40.76471851944339,-73.96222069859505,12,35,95.28735945114481,1,yearly
nyc,3377,Carroll St & Bond St,2019,25635,12767,12868,25635,40.6786115,-73.99037292,12,6,23.405500292568753,1,yearly
nyc,3378,E 76 St & Park Ave,2019,34549,17250,17299,34549,40.773763,-73.96222088,12,23,66.57211496714811,1,yearly
nyc,3379,E 103 St & Lexington Ave,2019,25023,12389,12634,25023,40.7903051,-73.94755757,12,30,119.88970147464332,1,yearly
nyc,3381,3 St & Hoyt St,2019,13657,6797,6860,13657,40.6777287,-73.99364123,12,8,58.578018598520906,1,yearly
nyc,3382,Carroll St & Smith St,2019,39116,19563,19553,39116,40.68061097191579,-73.99475826111188,12,9,23.00848757541671,1,yearly
nyc,3383,Cathedral Pkwy & Broadway,2019,36242,18947,17295,36242,40.804213,-73.96699104,12,39,107.60995530048011,1,yearly
nyc,3384,Smith St & 3 St,2019,22769,11486,11283,22769,40.6787242,-73.99599099,12,7,30.743554833326016,1,yearly
nyc,3386,1 Pl & Clinton St,2019,20264,10288,9976,20264,40.6809591,-73.99905709,12,5,24.674299249901303,1,yearly
nyc,3387,E 106 St & Madison Ave,2019,17952,8933,9019,17952,40.7934337,-73.94945003,12,16,89.12655971479501,1,yearly
nyc,3388,President St & Henry St,2019,19513,9692,9821,19513,40.6828003,-73.99990419,12,5,25.62394301235074,1,yearly
nyc,3389,Carroll St & Columbia St,2019,22911,11417,11494,22911,40.6830456,-74.00348559,12,10,43.647156387761335,1,yearly
nyc,339,Avenue D & E 12 St,2019,35546,18496,17050,35546,40.72580614,-73.97422494,12,0,0.0,1,yearly
nyc,3390,E 109 St & 3 Ave,2019,18104,9013,9091,18104,40.79329668,-73.9432083,12,25,138.09102960671675,1,yearly
nyc,3391,E 106 St & 1 Ave,2019,14578,7242,7336,14578,40.7892529,-73.93956237,12,30,205.78954589106874,1,yearly
nyc,3392,Commerce St & Van Brunt St,2019,8059,3810,4249,8059,40.6812117,-74.00860912,12,6,74.45092443231171,1,yearly
nyc,3393,Richards St & Delavan St,2019,6256,2984,3272,6256,40.6794327,-74.00785041,12,9,143.8618925831202,1,yearly
nyc,3394,Columbia St & W 9 St,2019,6363,3082,3281,6363,40.6769993,-74.00647134,12,14,220.02200220022002,1,yearly
nyc,3395,Henry St & W 9 St,2019,4713,2361,2352,4713,40.6763744,-74.00324957,12,6,127.3074474856779,1,yearly
nyc,3396,Clinton St & 4 Place,2019,19709,9831,9878,19709,40.6783563,-74.00014502,12,9,45.66441727129738,1,yearly
nyc,3397,Court St & Nelson St,2019,17436,8672,8764,17436,40.6763947,-73.99869893,12,16,91.76416609314063,1,yearly
