mode,start_station_id,start_station_name,trips,start_trips,end_trips,touchpoints,station_lat,station_lng,year_min,year_max,years_count,months_count,first_month,last_month,observation_months,data_quality,crashes_within_100m,crashes_within_100m_per_100k_trips,risk_proxy_available
nyc,249,Harrison St & Hudson St,37917,18959,18958,37917,40.71870987,-74.0090009,2019,2019,1,12,1,12,12,lifetime_aggregate,23,60.65880739509982,1
nyc,2497.07,3 Ave & 81 St,709,340,369,709,40.627,-74.02948000000002,2025,2025,1,3,10,12,3,lifetime_aggregate,28,3949.2242595204516,1
nyc,250,Lafayette St & Jersey St,47617,23898,23719,47617,40.72456089,-73.99565293,2019,2019,1,5,8,12,5,lifetime_aggregate,76,159.60686309511308,1
nyc,2506.10,83 St & Narrows Ave,496,244,252,496,40.62757,-74.03838,2025,2025,1,3,10,12,3,lifetime_aggregate,8,1612.9032258064515,1
nyc,2506.11,Colonial Rd & 83 St,628,310,318,628,40.62691,-74.03564,2025,2025,1,3,10,12,3,lifetime_aggregate,6,955.4140127388534,1
nyc,251,Mott St & Prince St,110431,55012,55419,110431,40.72317949394324,-73.99480013458232,2019,2019,1,12,1,12,12,lifetime_aggregate,38,34.41062745062528,1
nyc,252,MacDougal St & Washington Sq,85618,42431,43187,85618,40.73226398,-73.99852205,2019,2019,1,12,1,12,12,lifetime_aggregate,23,26.863510009577425,1
nyc,2533.04,79 St & 5 Ave,719,348,371,719,40.62646,-74.02367,2025,2025,1,3,10,12,3,lifetime_aggregate,32,4450.625869262865,1
nyc,254,W 11 St & 6 Ave,97531,48875,48656,97531,40.73532427,-73.99800419,2019,2019,1,12,1,12,12,lifetime_aggregate,69,70.74673693492325,1
nyc,2569.07,6 Ave & 74 St,159,74,85,159,40.629233,-74.019864,2025,2025,1,2,11,12,2,lifetime_aggregate,13,8176.100628930817,1
nyc,257,Lispenard St & Broadway,97705,48550,49155,97705,40.71939226,-74.00247214,2019,2019,1,12,1,12,12,lifetime_aggregate,168,171.94616447469423,1
nyc,2578.16,3 Ave & 77 St,1431,706,725,1431,40.62991,-74.02834,2025,2025,1,3,10,12,3,lifetime_aggregate,32,2236.198462613557,1
nyc,2578.17,4 Ave & 76 St,444,219,225,444,40.63005,-74.0255,2025,2025,1,2,11,12,2,lifetime_aggregate,40,9009.009009009009,1
nyc,258,DeKalb Ave & Vanderbilt Ave,34673,18167,16506,34673,40.68940747,-73.96885458,2019,2019,1,12,1,12,12,lifetime_aggregate,38,109.59536238571799,1
nyc,259,South St & Whitehall St,61850,30089,31761,61850,40.70122128,-74.01234218,2019,2019,1,12,1,12,12,lifetime_aggregate,20,32.33629749393695,1
nyc,260,Broad St & Bridge St,31973,15308,16665,31973,40.70365182,-74.01167797,2019,2019,1,12,1,12,12,lifetime_aggregate,53,165.76486410408782,1
nyc,261,Johnson St & Gold St,30074,14958,15116,30074,40.69474881,-73.98362464,2019,2019,1,12,1,12,12,lifetime_aggregate,148,492.1194387178293,1
nyc,2615.05,Bay Ridge Pkwy & 5 Ave,699,340,359,699,40.62967,-74.02275,2025,2025,1,3,10,12,3,lifetime_aggregate,38,5436.337625178827,1
nyc,262,Washington Park,26834,13838,12996,26834,40.6917823,-73.9737299,2019,2019,1,12,1,12,12,lifetime_aggregate,15,55.89923231720951,1
nyc,2625.01,78 St & Ridge Blvd,350,170,180,350,40.62994,-74.03121,2025,2025,1,3,10,12,3,lifetime_aggregate,23,6571.428571428572,1
nyc,2635.08,Shore Rd & 80 St,334,161,173,334,40.63074,-74.03962,2025,2025,1,3,10,12,3,lifetime_aggregate,6,1796.4071856287424,1
nyc,264,Maiden Ln & Pearl St,49694,24452,25242,49694,40.70706456,-74.00731853,2019,2019,1,12,1,12,12,lifetime_aggregate,55,110.67734535356382,1
nyc,265,Stanton St & Chrystie St,96879,47546,49333,96879,40.72229346,-73.99147535,2019,2019,1,12,1,12,12,lifetime_aggregate,65,67.09400386048576,1
nyc,266,Avenue D & E 8 St,48349,25336,23013,48349,40.72368361,-73.97574813,2019,2019,1,12,1,12,12,lifetime_aggregate,27,55.84396781732817,1
nyc,2660.09,4 Ave & 72 St,708,344,364,708,40.63283,-74.02439,2025,2025,1,3,10,12,3,lifetime_aggregate,35,4943.502824858757,1
nyc,267,Broadway & W 36 St,60523,30631,29892,60523,40.75097716525252,-73.98765435269054,2019,2019,1,11,1,12,12,lifetime_aggregate,127,209.83758240668837,1
nyc,2671.05,77 St & Colonial Rd,134,62,72,134,40.63121,-74.03318,2025,2025,1,2,11,12,2,lifetime_aggregate,6,4477.611940298507,1
nyc,268,Howard St & Centre St,94277,46966,47311,94277,40.71910537,-73.99973337,2019,2019,1,12,1,12,12,lifetime_aggregate,40,42.42816381514049,1
nyc,2698.07,68 St & 5 Ave,898,444,454,898,40.63416,-74.02058,2025,2025,1,4,9,12,4,lifetime_aggregate,59,6570.155902004454,1
nyc,270,Adelphi St & Myrtle Ave,38789,19604,19185,38789,40.69308257,-73.97178913,2019,2019,1,12,1,12,12,lifetime_aggregate,67,172.72938204130037,1
nyc,2708.07,73 St & Ridge Blvd,1000,488,512,1000,40.63349,-74.02976,2025,2025,1,3,10,12,3,lifetime_aggregate,22,2200.0,1
nyc,2717.06,Shore Rd & 74 St,1191,589,602,1191,40.63414,-74.03699,2025,2025,1,4,9,12,4,lifetime_aggregate,10,839.6305625524769,1
nyc,2733.03,67 St & Erik Pl,8494,4181,4313,8494,40.633385,-74.016562,2023,2025,2,12,1,12,36,lifetime_aggregate,59,694.6079585589829,1
nyc,274,Lafayette Ave & Fort Greene Pl,42163,20704,21459,42163,40.68691865,-73.976682,2019,2019,1,12,1,12,12,lifetime_aggregate,82,194.4833147546427,1
nyc,2743.04,68 St & 4 Ave,1082,538,544,1082,40.63537,-74.02342,2025,2025,1,3,10,12,3,lifetime_aggregate,76,7024.029574861368,1
nyc,275,Washington Ave & Greene Ave,22833,11603,11230,22833,40.68650065,-73.96563307,2019,2019,1,12,1,12,12,lifetime_aggregate,49,214.60167301712434,1
nyc,2754.05,Colonial Rd & 71 St,319,155,164,319,40.63537000000001,-74.03202,2025,2025,1,2,11,12,2,lifetime_aggregate,15,4702.194357366771,1
nyc,276,Duane St & Greenwich St,43575,21723,21852,43575,40.71748752,-74.0104554,2019,2019,1,12,1,12,12,lifetime_aggregate,7,16.06425702811245,1
nyc,278,Concord St & Bridge St,19694,9889,9805,19694,40.69766564,-73.98476437,2019,2019,1,12,1,12,12,lifetime_aggregate,48,243.72905453437596,1
nyc,2782.02,5 Ave & 66 St,5209,2581,2628,5209,40.635679,-74.020005,2023,2023,1,10,1,10,10,lifetime_aggregate,48,921.482050297562,1
nyc,2782.02,5 Ave & 67 St,6503,3238,3265,6503,40.63576040134962,-74.01992595751162,2023,2025,2,12,10,12,27,lifetime_aggregate,49,753.4983853606028,1
nyc,279,Peck Slip & Front St,75553,36728,38825,75553,40.707873,-74.00167,2019,2019,1,12,1,12,12,lifetime_aggregate,25,33.08935449287255,1
nyc,2793.07,Ovington Ave & 3 Ave,1833,915,918,1833,40.63487,-74.02625,2025,2025,1,4,9,12,4,lifetime_aggregate,36,1963.9934533551555,1
nyc,280,E 10 St & 5 Ave,80002,39838,40164,80002,40.73331967,-73.99510132,2019,2019,1,12,1,12,12,lifetime_aggregate,46,57.49856253593661,1
nyc,281,Grand Army Plaza & Central Park S,151520,77736,73784,151520,40.76439708999496,-73.97371465718948,2019,2019,1,12,1,12,12,lifetime_aggregate,119,78.53748680042239,1
nyc,2818.01,Ditmas Ave & McDonald Ave,326,159,167,326,40.63548,-73.97825,2025,2025,1,2,11,12,2,lifetime_aggregate,36,11042.944785276073,1
nyc,282,Kent Ave & S 11 St,44610,22188,22422,44610,40.707644944175705,-73.96841526031494,2019,2019,1,12,1,12,12,lifetime_aggregate,24,53.79959650302623,1
nyc,2821.05,7 Ave & 62 St,13274,6518,6756,13274,40.63556,-74.01298,2023,2025,2,12,1,12,36,lifetime_aggregate,42,316.4080156697303,1
nyc,2832.03,4 Ave & Shore Road Dr,13580,6740,6840,13580,40.637033,-74.022141,2023,2025,2,12,1,12,36,lifetime_aggregate,59,434.46244477172314,1
nyc,284,Greenwich Ave & 8 Ave,120937,60000,60937,120937,40.7390169121,-74.0026376103,2019,2019,1,9,4,12,9,lifetime_aggregate,62,51.26636182475173,1
nyc,2843.01,Colonial Rd & 68 St,1267,615,652,1267,40.63841,-74.03093,2025,2025,1,4,9,12,4,lifetime_aggregate,5,394.63299131807423,1
nyc,2843.13,70 St & Ridge Blvd,881,434,447,881,40.63596,-74.02908,2025,2025,1,4,9,12,4,lifetime_aggregate,26,2951.1918274687855,1
nyc,285,Broadway & E 14 St,227190,113012,114178,227190,40.73454567,-73.99074142,2019,2019,1,12,1,12,12,lifetime_aggregate,77,33.89233681059906,1
nyc,2861.02,57 St & 7 Ave,9231,4609,4622,9231,40.638566,-74.010147,2023,2025,2,12,3,12,34,lifetime_aggregate,49,530.8200628317625,1
nyc,2868.03,15 Ave & 37 St,292,143,149,292,40.63899,-73.98074,2025,2025,1,2,11,12,2,lifetime_aggregate,27,9246.575342465752,1
nyc,2872.02,63 St & 5 Ave,4747,2337,2410,4747,40.63766,-74.01782,2023,2025,2,12,1,12,36,lifetime_aggregate,40,842.6374552348851,1
nyc,2883.03,3 Ave & Wakeman Pl,10140,4978,5162,10140,40.638246,-74.024714,2023,2025,2,12,1,12,36,lifetime_aggregate,16,157.79092702169623,1
nyc,289,Monroe St & Classon Ave,20548,10795,9753,20548,40.6845683,-73.95881081,2019,2019,1,12,1,12,12,lifetime_aggregate,21,102.19972746739342,1
nyc,2898.01,Cortelyou Rd & Stratford Rd,24695,12281,12414,24695,40.63966,-73.96807,2023,2025,2,12,7,12,30,lifetime_aggregate,39,157.9267058108929,1
nyc,2908.02,E 3 St & Cortelyou Rd,832,413,419,832,40.63828,-73.9765,2025,2025,1,3,10,12,3,lifetime_aggregate,26,3125.0,1
nyc,291,Madison St & Montgomery St,42368,21147,21221,42368,40.713126,-73.984844,2019,2019,1,12,1,12,12,lifetime_aggregate,41,96.77114803625378,1
nyc,2912.08,6 Ave & 60 St,5614,2783,2831,5614,40.638196,-74.013821,2023,2025,2,12,1,12,36,lifetime_aggregate,60,1068.7566797292484,1
nyc,2923.01,62 St & 4 Ave,6101,3027,3074,6101,40.639859,-74.019776,2023,2025,2,12,1,12,36,lifetime_aggregate,41,672.0209801671857,1
nyc,293,Lafayette St & E 8 St,191422,93809,97613,191422,40.73020661924223,-73.99102629942207,2019,2019,1,12,1,12,12,lifetime_aggregate,34,17.761803763412775,1
nyc,2932.03,Wakeman Pl & Ridge Blvd,15013,7430,7583,15013,40.639421,-74.026823,2023,2025,2,12,1,12,36,lifetime_aggregate,34,226.47039232665023,1
nyc,2942.07,Shore Pkwy Greenway & Bay Ridge Ave,1798,883,915,1798,40.63896,-74.03678,2025,2025,1,4,9,12,4,lifetime_aggregate,20,1112.3470522803116,1
nyc,2947.05,Cortelyou Rd & E 8 St,2615,1297,1318,2615,40.63874,-73.97063,2025,2025,1,3,10,12,3,lifetime_aggregate,24,917.7820267686425,1
nyc,295,Pike St & E Broadway,62258,31026,31232,62258,40.71406667,-73.99293911,2019,2019,1,12,1,12,12,lifetime_aggregate,50,80.3109640528125,1
nyc,2951.05,55 St & 7 Ave,10240,5196,5044,10240,40.639673,-74.008957,2023,2025,2,12,1,12,36,lifetime_aggregate,60,585.9375,1
nyc,2957.08,Ave C & McDonald Ave,116,54,62,116,40.6403436,-73.9791522,2025,2025,1,2,11,12,2,lifetime_aggregate,41,35344.8275862069,1
nyc,296,Division St & Bowery,71412,35382,36030,71412,40.71413089,-73.9970468,2019,2019,1,11,1,11,11,lifetime_aggregate,63,88.22046714837842,1
nyc,296,Division St & Bowery (old),4058,1958,2100,4058,40.71413089,-73.9970468,2019,2019,1,1,12,12,1,lifetime_aggregate,63,1552.4889107934944,1
nyc,2961.05,59 St & 5 Ave,7536,3730,3806,7536,40.640125,-74.015726,2023,2025,2,12,1,12,36,lifetime_aggregate,70,928.8747346072187,1
nyc,297,E 15 St & 3 Ave,131502,65742,65760,131502,40.73423199430451,-73.9869229773408,2019,2019,1,12,1,12,12,lifetime_aggregate,43,32.69912244680689,1
nyc,2971.02,64 St & 3 Ave,2385,1092,1293,2385,40.639978,-74.02324,2023,2025,2,12,1,12,36,lifetime_aggregate,72,3018.867924528302,1
nyc,298,3 Ave & Schermerhorn St,34938,16923,18015,34938,40.68683208,-73.9796772,2019,2019,1,12,1,12,12,lifetime_aggregate,197,563.8559734386628,1
nyc,2981.03,Colonial Rd & Wakeman Pl,464,224,240,464,40.64067,-74.0294,2025,2025,1,4,9,12,4,lifetime_aggregate,20,4310.344827586207,1
nyc,2984.04,Cortelyou Rd & Argyle Rd,19877,9742,10135,19877,40.64034,-73.96603,2023,2025,2,12,7,12,30,lifetime_aggregate,25,125.77350706847109,1
nyc,2996.05,Ocean Pkwy & Ave C,2864,1424,1440,2864,40.64078,-73.97395,2025,2025,1,3,10,12,3,lifetime_aggregate,35,1222.067039106145,1
nyc,3000.08,6 Ave & 55 St,8384,4208,4176,8384,40.640831,-74.010996,2023,2025,2,12,1,12,36,lifetime_aggregate,36,429.3893129770993,1
nyc,3002,South End Ave & Liberty St,169686,84624,85062,169686,40.711512,-74.015756,2019,2019,1,12,1,12,12,lifetime_aggregate,18,10.607828577490189,1
nyc,3007.05,Church Ave & Story St,15811,7847,7964,15811,40.642031,-73.981073,2023,2025,2,12,1,12,36,lifetime_aggregate,32,202.39074062361647,1
nyc,301,E 2 St & Avenue B,112904,55584,57320,112904,40.72217444,-73.98368779,2019,2019,1,12,1,12,12,lifetime_aggregate,70,61.99957486005811,1
nyc,3011.03,59 St & 4 Ave,20588,10312,10276,20588,40.641269,-74.017651,2023,2025,2,12,1,12,36,lifetime_aggregate,79,383.7186710705265,1
nyc,3016,Kent Ave & N 7 St,96007,46017,49990,96007,40.72036775298455,-73.96165072917938,2019,2019,1,12,1,12,12,lifetime_aggregate,47,48.954763715145766,1
nyc,3019.02,65 St & 2 Ave,2115,972,1143,2115,40.640493,-74.02564,2023,2025,2,12,1,12,36,lifetime_aggregate,27,1276.5957446808509,1
nyc,3019.03,Keegan Rd & 2 Ave,3160,1493,1667,3160,40.642431396605225,-74.0255355839741,2023,2025,2,12,1,12,36,lifetime_aggregate,1,31.645569620253166,1
nyc,302,Avenue D & E 3 St,53845,26977,26868,53845,40.72082834,-73.97793172,2019,2019,1,12,1,12,12,lifetime_aggregate,24,44.5723836939363,1
nyc,3022.01,Cortelyou Rd & E 19 St,17344,8589,8755,17344,40.64269341162915,-73.96099287625455,2023,2025,2,12,7,12,30,lifetime_aggregate,28,161.4391143911439,1
