mode,year,hour,week_part,trips,run_tag,year_trips,pct_of_mode_year_trips
nyc,2020,4,weekday,26228,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,0.13413035580444665
nyc,2020,5,weekday,91651,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,0.4687044852765495
nyc,2020,6,weekday,306591,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,1.567910626675351
nyc,2020,7,weekday,581049,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,2.9714926456389326
nyc,2020,8,weekday,850316,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,4.348527818598973
nyc,2020,9,weekday,680860,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,3.4819274841015537
nyc,2020,10,weekday,552700,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,2.82651546641443
nyc,2020,11,weekday,601114,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,3.0741053339573794
nyc,2020,12,weekday,714701,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,3.6549908275047214
nyc,2020,13,weekday,776170,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,3.969344146131514
nyc,2020,14,weekday,840074,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,4.296150088533808
nyc,2020,15,weekday,935233,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,4.7827945344692715
nyc,2020,16,weekday,1079077,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,5.518414745706683
nyc,2020,17,weekday,1379747,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,7.056045296252778
nyc,2020,18,weekday,1353881,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,6.923766213469576
nyc,2020,19,weekday,1006585,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,5.147689652181597
nyc,2020,20,weekday,644379,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,3.2953631440793627
nyc,2020,21,weekday,415312,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,2.1239113287271754
nyc,2020,22,weekday,309748,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,1.5840555684655995
nyc,2020,23,weekday,215716,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,1.1031746161625748
nyc,2020,0,weekend,82462,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,0.42171181181738143
nyc,2020,1,weekend,55099,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,0.281777050269529
nyc,2020,2,weekend,31386,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,0.16050843935025022
nyc,2020,3,weekend,18668,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,0.09546841094088036
nyc,2020,4,weekend,12509,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,0.06397119951036385
nyc,2020,5,weekend,14963,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,0.07652098954941038
nyc,2020,6,weekend,39439,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,0.20169159305214165
nyc,2020,7,weekend,80792,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,0.4131714086530751
nyc,2020,8,weekend,139213,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,0.7119372130015416
nyc,2020,9,weekend,220077,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,1.1254768306533174
nyc,2020,10,weekend,312602,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,1.5986509640529827
nyc,2020,11,weekend,397515,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,2.0328972238677983
nyc,2020,12,weekend,471952,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,2.413569074371672
nyc,2020,13,weekend,522597,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,2.67256830686047
nyc,2020,14,weekend,551837,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,2.822102072443893
nyc,2020,15,weekend,564577,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,2.8872546091584215
nyc,2020,16,weekend,550615,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,2.8158527474937243
nyc,2020,17,weekend,504626,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,2.5806643635875663
nyc,2020,18,weekend,434804,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,2.223593687097629
nyc,2020,19,weekend,339260,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,1.7349803458218915
nyc,2020,20,weekend,240544,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,1.2301453525478427
nyc,2020,21,weekend,163072,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,0.8339524699459634
nyc,2020,22,weekend,126302,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,0.6459101799150992
nyc,2020,23,weekend,95560,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,19554112,0.48869516549767134
nyc,2023,0,weekday,272737,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.7770747824321956
nyc,2023,1,weekday,146498,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.41739808488306235
nyc,2023,2,weekday,88694,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.2527045129668551
nyc,2023,3,weekday,58591,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.16693587073805452
nyc,2023,4,weekday,67736,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.19299155399827378
nyc,2023,5,weekday,211558,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.6027652530525394
nyc,2023,6,weekday,603092,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,1.7183131906803908
nyc,2023,7,weekday,1265049,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,3.604342925386239
nyc,2023,8,weekday,1889174,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,5.382582762978843
nyc,2023,9,weekday,1427586,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,4.067438889308192
nyc,2023,10,weekday,1068510,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,3.0443693953391926
nyc,2023,11,weekday,1098304,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,3.129257643240228
nyc,2023,12,weekday,1249947,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,3.5613147210564597
nyc,2023,13,weekday,1334320,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,3.8017079592975187
nyc,2023,14,weekday,1498502,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,4.269490812116471
nyc,2023,15,weekday,1682264,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,4.793060464086336
nyc,2023,16,weekday,1946370,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,5.545544037965339
nyc,2023,17,weekday,2545980,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,7.253936409716031
nyc,2023,18,weekday,2402676,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,6.845638582059118
nyc,2023,19,weekday,1783854,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,5.082507906667602
nyc,2023,20,weekday,1259121,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,3.5874530303215497
nyc,2023,21,weekday,940604,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,2.679943127096261
nyc,2023,22,weekday,756349,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,2.1549688330435868
nyc,2023,23,weekday,531407,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,1.5140702541567364
nyc,2023,0,weekend,210599,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.6000328965466291
nyc,2023,1,weekend,152306,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.4339460792379398
nyc,2023,2,weekend,104149,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.29673847521799657
nyc,2023,3,weekend,69001,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.19659575731420356
nyc,2023,4,weekend,45387,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.12931539596846067
nyc,2023,5,weekend,36656,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.10443927015709113
nyc,2023,6,weekend,72851,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.2075650717539897
nyc,2023,7,weekend,135888,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.38716836379056085
nyc,2023,8,weekend,230459,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.656617464020435
nyc,2023,9,weekend,363618,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,1.0360104358353657
nyc,2023,10,weekend,487767,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,1.3897323626886149
nyc,2023,11,weekend,595374,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,1.6963232766943466
nyc,2023,12,weekend,670385,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,1.9100425612249436
nyc,2023,13,weekend,702875,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,2.0026121784064115
nyc,2023,14,weekend,721408,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,2.0554158938642186
nyc,2023,15,weekend,730407,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,2.0810555979275005
nyc,2023,16,weekend,714819,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,2.0366426957229846
nyc,2023,17,weekend,668982,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,1.9060451720927307
nyc,2023,18,weekend,613332,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,1.7474887179176402
nyc,2023,19,weekend,508900,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,1.4499439268590046
nyc,2023,20,weekend,380300,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,1.0835403328443298
nyc,2023,21,weekend,297977,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.8489878983958844
nyc,2023,22,weekend,251034,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.7152391898902011
nyc,2023,23,weekend,204512,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,35097909,0.5826899830414398
nyc,2025,0,weekday,343414,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.7504400242255066
nyc,2025,1,weekday,181006,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.39554050511907507
nyc,2025,2,weekday,107743,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.2354436905022182
nyc,2025,3,weekday,70826,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.15477139882414734
nyc,2025,4,weekday,92470,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.20206860826912296
nyc,2025,5,weekday,289378,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.632358707945304
nyc,2025,6,weekday,821859,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,1.7959544103325742
nyc,2025,7,weekday,1699627,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,3.714083080638311
nyc,2025,8,weekday,2579352,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,5.63648825431144
nyc,2025,9,weekday,1900439,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,4.152904334707081
nyc,2025,10,weekday,1355177,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,2.961379153761493
nyc,2025,11,weekday,1362796,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,2.9780284532792005
nyc,2025,12,weekday,1526709,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,3.336216749885849
nyc,2025,13,weekday,1632807,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,3.568065730097133
nyc,2025,14,weekday,1819993,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,3.97711098269218
nyc,2025,15,weekday,2064464,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,4.511337377546303
nyc,2025,16,weekday,2447364,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,5.348063560159553
nyc,2025,17,weekday,3336287,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,7.290568518182843
nyc,2025,18,weekday,3114520,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,6.805955681046274
nyc,2025,19,weekday,2293135,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,5.011037071733701
nyc,2025,20,weekday,1626532,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,3.554353385370316
nyc,2025,21,weekday,1233455,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,2.6953880741061
nyc,2025,22,weekday,993621,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,2.1712946103273953
nyc,2025,23,weekday,701459,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,1.532852210315245
nyc,2025,0,weekend,299168,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.6537521509533576
nyc,2025,1,weekend,209353,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.4574853395367762
nyc,2025,2,weekend,141636,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.309507833900784
nyc,2025,3,weekend,92828,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.20285092211967284
nyc,2025,4,weekend,62646,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.13689618290934874
nyc,2025,5,weekend,51193,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.11186869539441127
nyc,2025,6,weekend,100731,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.220120828155694
nyc,2025,7,weekend,187471,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.4096680443475803
nyc,2025,8,weekend,323663,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.7072794631578798
nyc,2025,9,weekend,514134,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,1.123503210163699
nyc,2025,10,weekend,683062,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,1.4926504563807037
nyc,2025,11,weekend,817573,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,1.7865884964681698
nyc,2025,12,weekend,907142,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,1.9823177402667753
nyc,2025,13,weekend,937474,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,2.0486002646100117
nyc,2025,14,weekend,947188,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,2.06982762981739
nyc,2025,15,weekend,945228,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,2.0655445707473405
nyc,2025,16,weekend,929869,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,2.0319815583713754
nyc,2025,17,weekend,887409,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,1.9391965134150984
nyc,2025,18,weekend,832016,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,1.8181498342991522
nyc,2025,19,weekend,700205,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,1.5301119266041012
nyc,2025,20,weekend,529219,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,1.1564674683635447
nyc,2025,21,weekend,419215,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.9160829632912337
nyc,2025,22,weekend,358845,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.784160373465269
nyc,2025,23,weekend,289984,y2019_2020_2023_2025_m1_2_3_4_5_6_7_8_9_10_11_12_modenyc,45761685,0.6336829598822683
